lon,lat,pid,parcelid,address,city,zipcode,saledate,saleprice
-80.8831973437716,35.4884188034313,6040,"00178102",21307 BALTIC DR CORNELIUS NC 28031,CORNELIUS,"28031",2025-11-24,1000000
-80.8321665400013,35.4959855726714,289592,"00315734",113 NORTH FAULKNER WY DAVIDSON NC 28036,DAVIDSON,"28036",2025-11-24,535000
-80.8500196970523,35.5069618849789,428693,"00328133",330 ARMOUR ST DAVIDSON NC 28036,DAVIDSON,"28036",2025-11-24,617500
-80.851517382634,35.4442123518506,11286,"00543230",16920 HAMPTON CROSSING DR HUNTERSVILLE NC 28078,HUNTERSVILLE,"28078",2025-11-24,530000
-80.8191545611048,35.4794079369582,320582,"00727324",20017 METAPHOR MEWS DAVIDSON NC 28036,DAVIDSON,"28036",2025-11-24,365000
-80.7862080261351,35.468081237838,13224,"00741106",18406 TURNBERRY CT DAVIDSON NC 28036,DAVIDSON,"28036",2025-11-24,800000
-80.7725709251727,35.4472438778666,352002,"00747741",13542 HELEN BENSON BV DAVIDSON NC 28036,DAVIDSON,"28036",2025-11-24,818000
-80.9006251486618,35.4231327267593,356224,"00939616",3947 ARCHER NOTCH LN HUNTERSVILLE NC 28078,HUNTERSVILLE,"28078",2025-11-24,443000
-80.8044404563532,35.4470113848477,446413,"01107273",11216 SHREVEPORT DR HUNTERSVILLE NC 28078,HUNTERSVILLE,"28078",2025-11-24,871000
-80.8136281729096,35.4319151827036,17009,"01116391",13512 NORTHBOURNE RD HUNTERSVILLE NC 28078,HUNTERSVILLE,"28078",2025-11-24,608000
-80.8478556672461,35.411344345951,447412,"01712326",274 GILEAD RD HUNTERSVILLE NC 28078,HUNTERSVILLE,"28078",2025-11-24,480000
-80.8480697745911,35.4113358392052,447414,"01712328",280 GILEAD RD HUNTERSVILLE NC 28078,HUNTERSVILLE,"28078",2025-11-24,500000
-80.8218894345352,35.3834864451621,448069,"01911728",14129 NEW CREST DR HUNTERSVILLE NC 28078,HUNTERSVILLE,"28078",2025-11-24,575000
-80.823682459648,35.4034625503975,416175,"01937260",11215 VANGUARD PY HUNTERSVILLE NC 28078,HUNTERSVILLE,"28078",2025-11-24,660000
-80.7867552038588,35.3852299617859,389852,"02119168",4625 HYLAS LN HUNTERSVILLE NC 28078,HUNTERSVILLE,"28078",2025-11-24,4950000
-80.860575479696,35.3621439234489,266178,"02508245",10105 REINDEER WAY LN CHARLOTTE NC 28216,MECKLENBURG,"28216",2025-11-24,272500
-80.869532815569,35.34923235633,28371,"02521319",8938 RAVEN PARK DR CHARLOTTE NC 28216,CHARLOTTE,"28216",2025-11-24,407000
-80.7524710664908,35.3433834394483,36484,"02912680",11015 WILBURN PARK CT CHARLOTTE NC 28262,CHARLOTTE,"28262",2025-11-24,500000
-80.7832338666493,35.3821658097311,322540,"02929201",10203 ROCKY FORD CLUB RD CHARLOTTE NC 28269,CHARLOTTE,"28269",2025-11-24,530000
-80.7737808547855,35.3823752829336,38419,"02943350",6600 BLUE SKY LN CHARLOTTE NC 28269,CHARLOTTE,"28269",2025-11-24,585000
-80.8596705815579,35.3265034724075,49512,"03715404",9920 ROCKMEADOW DR CHARLOTTE NC 28216,CHARLOTTE,"28216",2025-11-24,182000
-80.8518543837762,35.2843745109537,309509,"04109447",2134 CINDY CREEK LN CHARLOTTE NC 28216,CHARLOTTE,"28216",2025-11-24,273500
-80.8406965549541,35.2890390097361,444337,"04115705",8021 SINNET PL CHARLOTTE NC 28269,CHARLOTTE,"28269",2025-11-24,302000
-80.8068031708652,35.3296451716,56466,"04323123",5962 MOOSE LN CHARLOTTE NC 28269,CHARLOTTE,"28269",2025-11-24,252500
-80.7404167756131,35.2843443190793,279862,"04921256",521 VOLUNTEER CT CHARLOTTE NC 28213,CHARLOTTE,"28213",2025-11-24,320000
-80.7268969953705,35.2966452243186,63894,"04935226",9424 LEXINGTON CR F CHARLOTTE NC 28213,CHARLOTTE,"28213",2025-11-24,195000
-80.8802591364396,35.2385702181593,435922,"06501585",1500 EFFINGHAM RD CHARLOTTE NC 28208,CHARLOTTE,"28208",2025-11-24,565000
-80.8569122223787,35.2618466763269,83137,"06912558",1824 MARIBEL AV CHARLOTTE NC 28216,CHARLOTTE,"28216",2025-11-24,185000
-80.8621520856123,35.2398669483164,415086,"07107282",614 WEST END DR CHARLOTTE NC 28208,CHARLOTTE,"28208",2025-11-24,455000
-80.7989570185051,35.2350619102961,101949,"09501313",2845 GEORGIA AV CHARLOTTE NC 28205,CHARLOTTE,"28205",2025-11-24,1250000
-80.7661241982249,35.2368609491418,107565,"09912215",3747 MCKELVEY ST CHARLOTTE NC 28215,CHARLOTTE,"28215",2025-11-24,395000
-80.7574289511744,35.2268725583937,109983,"10108305",4208 SOMERDALE LN CHARLOTTE NC 28205,CHARLOTTE,"28205",2025-11-24,315000
-80.7053358767649,35.2792850276308,441334,"10505515",6423 MALLOW CROSSING LN CHARLOTTE NC 28213,CHARLOTTE,"28213",2025-11-24,360000
-80.7383933573192,35.2482172709325,115640,"10707136",6910 DUNCROFT LN CHARLOTTE NC 28215,CHARLOTTE,"28215",2025-11-24,279000
-80.709213553534,35.2536327978712,448459,"10811301",8611 FRANK GRIER RD CHARLOTTE NC 28215,CHARLOTTE,"28215",2025-11-24,517000
-80.7015997664135,35.2148543675294,119701,"10907421",5706 GANYMEDE PL CHARLOTTE NC 28227,CHARLOTTE,"28227",2025-11-24,365000
-80.6913697684026,35.2077025011658,291882,"10930662",8170 SULTANA CR CHARLOTTE NC 28227,CHARLOTTE,"28227",2025-11-24,296000
-80.6759317266253,35.2582985500684,449001,"11101181",11610 SAPSUCKER LN CHARLOTTE NC 28215,CHARLOTTE,"28215",2025-11-24,335000
-80.6589770486875,35.2386440516308,446799,"11155108",5944 CHUMBLEY POINT RD CHARLOTTE NC 28215,CHARLOTTE,"28215",2025-11-24,480000
-80.8976702142378,35.2118999162703,130706,"11706118",2200 WEST BV CHARLOTTE NC 28208,CHARLOTTE,"28208",2025-11-24,670000
-80.8592431584741,35.21712815024,367109,"11908880",1530 S CHURCH ST CHARLOTTE NC 28203,CHARLOTTE,"28203",2025-11-24,692500
-80.8018240978192,35.2107885658047,414919,"12710245",2709 SHENANDOAH AV CHARLOTTE NC 28205,CHARLOTTE,"28205",2025-11-24,600000
-80.809485718551,35.2189035709744,406135,"12901721",1306 NANDINA ST CHARLOTTE NC 28205,CHARLOTTE,"28205",2025-11-24,575000
-80.7715007217439,35.2019508538612,140013,"13111207",4044 SHEFFIELD DR CHARLOTTE NC 28205,CHARLOTTE,"28205",2025-11-24,285000
-80.7506877596532,35.1850900658202,141631,"13311252",5815 HUNTING RIDGE LN CHARLOTTE NC 28212,CHARLOTTE,"28212",2025-11-24,102500
-80.7136359582717,35.1930236553677,144057,"13507261",7705 STONE CANYON LN CHARLOTTE NC 28227,CHARLOTTE,"28227",2025-11-24,370000
-80.9565591549932,35.1739550062748,282638,"14110512",7853 SULLIVANS TRACE DR CHARLOTTE NC 28217,CHARLOTTE,"28217",2025-11-24,335000
-80.857911644841,35.1915903421485,156943,"14710331",912 HABERSHAM DR CHARLOTTE NC 28209,CHARLOTTE,"28209",2025-11-24,660000
-80.773944950858,35.1931683697384,368630,"16106243",2105 LANIER AV CHARLOTTE NC 28205,CHARLOTTE,"28205",2025-11-24,695000
-80.7309388884411,35.1775376705678,171062,"16521116",7829 CLOUGHY CR CHARLOTTE NC 28212,CHARLOTTE,"28212",2025-11-24,210000
-80.7343668213565,35.1760608526718,171114,"16521169",3204 WINCHELSEA DR CHARLOTTE NC 28212,CHARLOTTE,"28212",2025-11-24,250000
-80.8320861156838,35.1814014953277,182012,"17502112",2624 CHILTON PL CHARLOTTE NC 28209,CHARLOTTE,"28209",2025-11-24,2150000
-80.8462028177213,35.1675057001221,183275,"17514236",4611 HEDGEMORE DR CHARLOTTE NC 28209,CHARLOTTE,"28209",2025-11-24,320000
-80.8476746850207,35.1566072388588,184349,"17704338",112 MANNING DR CHARLOTTE NC 28209,CHARLOTTE,"28209",2025-11-24,1960000
-80.8440785317369,35.1450438925198,312820,"17902340",3528 WINSLOW GREEN DR CHARLOTTE NC 28210,CHARLOTTE,"28210",2025-11-24,741000
-80.8313716301792,35.1443795721318,188639,"18313358",2857 SHARON VIEW RD CHARLOTTE NC 28210,CHARLOTTE,"28210",2025-11-24,675000
-80.686500064606,35.1336560165797,198506,"19332109",1307 MARJORIE DR MATTHEWS NC 28105,MATTHEWS,"28105",2025-11-24,260000
-80.9915148589808,35.1608430362603,332058,"19926162",6618 LATHERTON LN CHARLOTTE NC 28278,CHARLOTTE,"28278",2025-11-24,390000
-81.0190063192809,35.1340117349181,442383,"19935442",11015 LOCHMERE RD CHARLOTTE NC 28278,MECKLENBURG,"28278",2025-11-24,563500
-81.0044199261266,35.1632587127256,204528,"19941206",9820 EMERALD POINT DR CHARLOTTE NC 28278,CHARLOTTE,"28278",2025-11-24,460000
-80.9917073085371,35.1547159791179,290603,"19956264",11331 LAMOILLE LN CHARLOTTE NC 28278,CHARLOTTE,"28278",2025-11-24,460000
-80.9682172442037,35.162475506957,388864,"20109119",9307 DIXIE RIVER RD CHARLOTTE NC 28273,CHARLOTTE,"28273",2025-11-24,1311500
-80.9802513590462,35.1145067696912,295578,"20123538",11012 SOUTHFIELD DR CHARLOTTE NC 28273,CHARLOTTE,"28273",2025-11-24,535000
-80.8905357463232,35.4646155392188,3685,"00148545",18515 MIZZENMAST AV CORNELIUS NC 28031,CORNELIUS,"28031",2025-11-21,592000
-80.8535708740586,35.4951310040203,353562,"00324137",442 S MAIN ST DAVIDSON NC 28036,DAVIDSON,"28036",2025-11-21,1450000
-80.8566335319548,35.4973733336226,438660,"00324432",316 CATAWBA AV DAVIDSON NC 28036,DAVIDSON,"28036",2025-11-21,530000
-80.8550346801132,35.5035351758522,7780,"00327131",126 LAKE DAVIDSON CR DAVIDSON NC 28036,DAVIDSON,"28036",2025-11-21,740000
-80.8686218867453,35.485852129288,274289,"00338134",18510 VICTORIA BAY DR CORNELIUS NC 28031,CORNELIUS,"28031",2025-11-21,435000
-80.9060859781718,35.4277783238879,451809,"00938355",9104 CATBOAT ST HUNTERSVILLE NC 28078,HUNTERSVILLE,"28078",2025-11-21,754000
-80.803979071388,35.4513712784033,446370,"01107230",10200 MAMILLION DR HUNTERSVILLE NC 28078,HUNTERSVILLE,"28078",2025-11-21,509500
-80.8250461438941,35.4249018368692,265387,"01120719",14122 HIAWATHA CT HUNTERSVILLE NC 28078,HUNTERSVILLE,"28078",2025-11-21,715000
-80.8402272475436,35.4042308829812,24535,"01907203",13612 S OLD STATESVILLE RD HUNTERSVILLE NC 28078,HUNTERSVILLE,"28078",2025-11-21,340000
-80.8061798000855,35.4092271250362,454466,"01921541",16019 WATTS CREEK RD HUNTERSVILLE NC 28078,HUNTERSVILLE,"28078",2025-11-21,924500
-80.8064585083844,35.3872266550557,432359,"01935130",7122 ASBURY VILLAGE LN HUNTERSVILLE NC 28078,MECKLENBURG,"28078",2025-11-21,4239500
-80.8129824469426,35.415629063915,403973,"01943713",14218 MORNINGATE ST HUNTERSVILLE NC 28078,HUNTERSVILLE,"28078",2025-11-21,1235000
-80.8355790317085,35.4098563886049,350186,"01946229",11132 WARFIELD AV HUNTERSVILLE NC 28078,HUNTERSVILLE,"28078",2025-11-21,559500
-80.800693095708,35.3632477607239,30121,"02709354",11802 FOX GLEN RD CHARLOTTE NC 28269,CHARLOTTE,"28269",2025-11-21,412000
-80.7789641827737,35.3307168984765,33507,"02744241",3602 NEWCHURCH CR CHARLOTTE NC 28269,CHARLOTTE,"28269",2025-11-21,520000
-80.80988074897,35.3635408206318,397283,"02772141",8628 ADDINGHAM DR CHARLOTTE NC 28269,CHARLOTTE,"28269",2025-11-21,500000
-80.7734286042818,35.3827945837686,38417,"02943348",6616 BLUE SKY LN CHARLOTTE NC 28269,CHARLOTTE,"28269",2025-11-21,545000
-80.7563791300093,35.3688999264581,435286,"02962348",3305 LILAC GROVE DR CHARLOTTE NC 28269,CHARLOTTE,"28269",2025-11-21,347000
-80.7555181027027,35.3685520357819,435338,"02962427",3216 LILAC GROVE DR CHARLOTTE NC 28269,CHARLOTTE,"28269",2025-11-21,347000
-80.9370961241823,35.3296702643336,412631,"03304655",10832 OVERLOOK MOUNTAIN DR CHARLOTTE NC 28216,CHARLOTTE,"28216",2025-11-21,315000
-80.8594508417366,35.3295201899998,452176,"03715552",4728 LAKEVIEW RD CHARLOTTE NC 28216,CHARLOTTE,"28216",2025-11-21,299000
-80.8606494831661,35.3291899951951,452207,"03715576",7106 GALAGO ST CHARLOTTE NC 28216,CHARLOTTE,"28216",2025-11-21,307000
-80.8348984317647,35.288710620903,454544,"04530168",5022 JANE AV CHARLOTTE NC 28269,CHARLOTTE,"28269",2025-11-21,300000
-80.7815612223098,35.3031279059105,60154,"04706507",7113 RIDGE LANE RD CHARLOTTE NC 28262,CHARLOTTE,"28262",2025-11-21,370000
-80.7449158403464,35.275264780262,62648,"04916302",1114 AUTUMNWOOD LN CHARLOTTE NC 28213,CHARLOTTE,"28213",2025-11-21,435000
-80.7468617203723,35.2825480401063,441344,"04920308",3433 CLARK FARM RD CHARLOTTE NC 28213,CHARLOTTE,"28213",2025-11-21,306000
-80.7390034012956,35.283139933159,62905,"04921166",7720 PICKERING DR CHARLOTTE NC 28213,CHARLOTTE,"28213",2025-11-21,530000
-80.6867831019623,35.2929769204165,450752,"05121371",10044 GREYSTAR LN CHARLOTTE NC 28213,CHARLOTTE,"28213",2025-11-21,325000
-80.7146686388847,35.298093837536,358507,"05148567",10631 ATKINS RIDGE DR CHARLOTTE NC 28213,CHARLOTTE,"28213",2025-11-21,305000
-80.9809689086712,35.2726487295995,451614,"05308538",10139 FLORENTINE WY CHARLOTTE NC 28214,MECKLENBURG,"28214",2025-11-21,408000
-80.9898503520529,35.2642628850472,69091,"05318106",1818 POPLARCREST LN CHARLOTTE NC 28214,MECKLENBURG,"28214",2025-11-21,55000
-80.9889852176303,35.2645869851051,69146,"05318418",1801 POPLARCREST LN CHARLOTTE NC 28214,MECKLENBURG,"28214",2025-11-21,55000
-80.9861085555151,35.2654471866189,69194,"05318904",3908 LANCEWOOD PL CHARLOTTE NC 28214,MECKLENBURG,"28214",2025-11-21,55000
-80.9000909956303,35.2296122608437,457776,"06106144",3607 CORBETT ST CHARLOTTE NC 28208,CHARLOTTE,"28208",2025-11-21,515000
-80.9001601145926,35.2296510314922,457777,"06106145",3609 CORBETT ST CHARLOTTE NC 28208,CHARLOTTE,"28208",2025-11-21,515000
-80.9002295530723,35.2296891904534,457778,"06106146",3611 CORBETT ST CHARLOTTE NC 28208,CHARLOTTE,"28208",2025-11-21,515000
-80.9002990012889,35.2297275539236,457779,"06106147",3613 CORBETT ST CHARLOTTE NC 28208,CHARLOTTE,"28208",2025-11-21,515000
-80.8280485569601,35.2489740510154,436886,"07909828",1041 NORTHEND DR CHARLOTTE NC 28206,CHARLOTTE,"28206",2025-11-21,438000
-80.8285927700796,35.2435582395535,91440,"07910220",328 KESWICK AV CHARLOTTE NC 28206,CHARLOTTE,"28206",2025-11-21,330000
-80.830426127225,35.2230051809212,334656,"08010110",933 E 7TH ST CHARLOTTE NC 28204,CHARLOTTE,"28204",2025-11-21,375000
-80.7931299411798,35.2717364129023,96989,"08905110",923 YUMA ST CHARLOTTE NC 28213,CHARLOTTE,"28213",2025-11-21,291000
-80.793728539197,35.2403998432028,458224,"09305421",1421 WINSTON DR CHARLOTTE NC 28205,CHARLOTTE,"28205",2025-11-21,855000
-80.795322618087,35.2381807354175,458145,"09309923",1409 DOWNS AV CHARLOTTE NC 28205,CHARLOTTE,"28205",2025-11-21,645000
-80.7445568085295,35.2301317795445,108750,"09920466",4624 SHARON CHASE DR CHARLOTTE NC 28215,CHARLOTTE,"28215",2025-11-21,55000
-80.7479800756081,35.2379995162227,108909,"09921212",4329 STEPPING STONE DR CHARLOTTE NC 28215,CHARLOTTE,"28215",2025-11-21,240000
-80.7335549037333,35.2812040407113,410555,"10502224",9340 GRAND VALLEY DR CHARLOTTE NC 28213,CHARLOTTE,"28213",2025-11-21,275000
-80.7111058018791,35.2492311780277,454351,"10811271",6023 VELD CT CHARLOTTE NC 28215,CHARLOTTE,"28215",2025-11-21,621000
-80.7148220292949,35.2504168623809,118549,"10816420",8122 CADMIUM CT CHARLOTTE NC 28215,CHARLOTTE,"28215",2025-11-21,335000
-80.7117886108293,35.2504570712849,118619,"10816505",8120 VERMILION DR CHARLOTTE NC 28215,CHARLOTTE,"28215",2025-11-21,375000
-80.6861162807767,35.2301223817713,303763,"10821231",13413 GOLDEN APPLE CT CHARLOTTE NC 28215,CHARLOTTE,"28215",2025-11-21,294000
-80.6759043840322,35.2582407489799,449000,"11101180",11614 SAPSUCKER LN CHARLOTTE NC 28215,CHARLOTTE,"28215",2025-11-21,330000
-80.6807209648522,35.2544023845262,282078,"11101340",10804 GARDENIA ST CHARLOTTE NC 28215,CHARLOTTE,"28215",2025-11-21,309500
-80.6806205094121,35.2213507286743,303763,"11113231",9553 BLUE KNOLL CT CHARLOTTE NC 28215,CHARLOTTE,"28215",2025-11-21,294000
-80.6372624410227,35.2517600556215,126330,"11135135",11106 PALE HICKORY LN CHARLOTTE NC 28215,MECKLENBURG,"28215",2025-11-21,357000
-81.0045667211802,35.2172162364869,453815,"11308521",6721 BARCELONA WY CHARLOTTE NC 28214,MECKLENBURG,"28214",2025-11-21,454500
-80.990000650161,35.1934264508833,451375,"11320211",6108 LITTLEROOT WY CHARLOTTE NC 28278,CHARLOTTE,"28278",2025-11-21,647500
-80.8326734347146,35.2037997622928,135962,"12524107",920 QUEENS RD CHARLOTTE NC 28207,CHARLOTTE,"28207",2025-11-21,1550000
-80.8089341450258,35.2190700804309,406124,"12901731",1624 NANDINA CORNERS AL CHARLOTTE NC 28205,CHARLOTTE,"28205",2025-11-21,620000
-80.7149274665167,35.1943750597849,144001,"13507205",7724 HICKORY HOLLOW LN CHARLOTTE NC 28227,CHARLOTTE,"28227",2025-11-21,285000
-80.6641834078773,35.1695789652219,315611,"13538227",6545 OLD MAGNOLIA LN MINT HILL NC 28227,MINT HILL,"28227",2025-11-21,555000
-80.8978515159228,35.2074835387696,155179,"14518510",3049 REID AV CHARLOTTE NC 28208,CHARLOTTE,"28208",2025-11-21,413500
-80.7741858927271,35.1760947712931,168908,"16307202",5811 DONCASTER DR CHARLOTTE NC 28211,CHARLOTTE,"28211",2025-11-21,645000
-80.7841841281441,35.1771961178128,442134,"16308363",571 LYTTLETON DR CHARLOTTE NC 28211,CHARLOTTE,"28211",2025-11-21,1250000
-80.8898574104301,35.1568036904688,174987,"16926119",5830 WESTPARK DR CHARLOTTE NC 28217,CHARLOTTE,"28217",2025-11-21,4706000
-80.8530225193675,35.1594539909459,404524,"17118427",5210 VALLEY STREAM RD CHARLOTTE NC 28209,CHARLOTTE,"28209",2025-11-21,712500
-80.8058890133968,35.1790115075846,187278,"18112207",4139 CHELMSFORD RD CHARLOTTE NC 28211,CHARLOTTE,"28211",2025-11-21,1175000
-80.7958850576641,35.1664993079804,190444,"18505579",127 CABELL WY CHARLOTTE NC 28211,CHARLOTTE,"28211",2025-11-21,1050000
-80.7472246825062,35.1724785749207,381506,"19105212",6424 E INDEPENDENCE BV CHARLOTTE NC 28212,CHARLOTTE,"28212",2025-11-21,1500000
-80.6997360774498,35.1404377945868,199651,"19340207",12225 HICKORY KNOLL CT MATTHEWS NC 28105,MATTHEWS,"28105",2025-11-21,470000
-80.7069298983215,35.1585041169357,200326,"19345174",4202 HOUNDS RUN DR MATTHEWS NC 28105,MATTHEWS,"28105",2025-11-21,451500
-80.5968490780766,35.1780723908314,203000,"19717209",10209 MAPLE HAVEN CT MINT HILL NC 28227,MINT HILL,"28227",2025-11-21,585000
-81.0054731859664,35.1208411595472,456140,"19907528",12209 COLTON VIEW LN CHARLOTTE NC 28278,CHARLOTTE,"28278",2025-11-21,630500
-81.0053659853096,35.1215698354096,456144,"19907532",12227 COLTON VIEW LN CHARLOTTE NC 28278,CHARLOTTE,"28278",2025-11-21,615000
-80.9818324488935,35.1662269082353,383606,"19925468",9510 BIRKWOOD CT CHARLOTTE NC 28278,MECKLENBURG,"28278",2025-11-21,350000
-81.0188786666992,35.1335394616756,450388,"19935437",11014 LOCHMERE RD CHARLOTTE NC 28278,MECKLENBURG,"28278",2025-11-21,560000
-80.9644931622493,35.1230799284024,207005,"20120428",2122 PREAKNESS CT CHARLOTTE NC 28273,CHARLOTTE,"28273",2025-11-21,253000
-80.9481715531816,35.1451240661085,208922,"20139226",9003 STEELECHASE DR CHARLOTTE NC 28273,CHARLOTTE,"28273",2025-11-21,385000
-80.8317066002467,35.4528986990792,456974,"01123139",13645 GLENNMAYES DR HUNTERSVILLE NC 28078,HUNTERSVILLE,"28078",2025-11-20,1112000
-80.9087828889271,35.3914140325553,420755,"01506636",12828 ABERDEEN PARK DR HUNTERSVILLE NC 28078,HUNTERSVILLE,"28078",2025-11-20,442000
-80.8088266814933,35.369759662688,444285,"02761713",8114 JACEY LN HUNTERSVILLE NC 28078,CHARLOTTE,"28078",2025-11-20,315000
-80.7887000125852,35.3166234277617,35672,"02769129",7528 GRABILL DR CHARLOTTE NC 28269,CHARLOTTE,"28269",2025-11-20,350000
-80.782343063888,35.3764049170301,330628,"02941514",5218 PROSPERITY VIEW DR CHARLOTTE NC 28269,CHARLOTTE,"28269",2025-11-20,400000
-80.7564171530572,35.3689495729668,435287,"02962349",3309 LILAC GROVE DR CHARLOTTE NC 28269,CHARLOTTE,"28269",2025-11-20,344000
-80.7564543742815,35.3690172515826,435288,"02962350",3313 LILAC GROVE DR CHARLOTTE NC 28269,CHARLOTTE,"28269",2025-11-20,374000
-80.9814684224149,35.3075193159156,267533,"03145422",732 PAWLEY DR CHARLOTTE NC 28214,CHARLOTTE,"28214",2025-11-20,40000
-80.860627933738,35.3290314094622,452204,"03715573",7118 GALAGO ST CHARLOTTE NC 28216,CHARLOTTE,"28216",2025-11-20,305000
-80.8522554711682,35.3232504129492,263275,"03717303",7801 BELLA VISTA CT CHARLOTTE NC 28216,CHARLOTTE,"28216",2025-11-20,350000
-80.8521035891603,35.3057930007802,54521,"04123314",6309 BANNER ELK DR CHARLOTTE NC 28216,CHARLOTTE,"28216",2025-11-20,5500000
-80.8280115170458,35.3092703497746,459399,"04545227",4435 GARVIN DR CHARLOTTE NC 28269,CHARLOTTE,"28269",2025-11-20,315000
-80.7787448533274,35.2917602688696,60527,"04708525",1101 WELL SPRING DR CHARLOTTE NC 28262,CHARLOTTE,"28262",2025-11-20,325000
-80.755608346803,35.3347412273806,442750,"04742338",3114 STELFOX ST CHARLOTTE NC 28262,CHARLOTTE,"28262",2025-11-20,450000
-80.7663396771648,35.2736344048841,61957,"04905501",6310 N TRYON ST CHARLOTTE NC 28213,CHARLOTTE,"28213",2025-11-20,750000
-80.7371857803489,35.2866741566479,301436,"04921706",3038 OLD IRONSIDE DR CHARLOTTE NC 28213,CHARLOTTE,"28213",2025-11-20,355000
-80.7503815585041,35.2889847331747,443359,"04924358",417 NATHANIEL WY CHARLOTTE NC 28213,CHARLOTTE,"28213",2025-11-20,440000
-80.7032435645771,35.2994781148574,67568,"05138409",2632 YARROW RD CHARLOTTE NC 28213,CHARLOTTE,"28213",2025-11-20,380000
-80.9133442095095,35.2655323828121,73074,"05705502",5008 BROOKTREE DR CHARLOTTE NC 28208,CHARLOTTE,"28208",2025-11-20,258000
-80.9111535366379,35.2296663333171,453981,"06104335",2011 PARKVALE PL CHARLOTTE NC 28208,CHARLOTTE,"28208",2025-11-20,285000
-80.8265183682749,35.2417776416817,445475,"07910526",213 KESWICK AV CHARLOTTE NC 28206,CHARLOTTE,"28206",2025-11-20,856000
-80.8077109863211,35.2204025214629,102954,"09507706",1917 CENTRAL AV CHARLOTTE NC 28205,CHARLOTTE,"28205",2025-11-20,1480000
-80.7601279964473,35.2568326366249,105505,"09715224",311 RED ROAN PL CHARLOTTE NC 28215,CHARLOTTE,"28215",2025-11-20,202500
-80.7544337712269,35.2597486977234,105659,"09716227",6807 WOODFIELD DR CHARLOTTE NC 28215,CHARLOTTE,"28215",2025-11-20,325000
-80.7717962156057,35.2544002413757,105813,"09718302",4624 HIGHLAKE DR CHARLOTTE NC 28215,CHARLOTTE,"28215",2025-11-20,90000
-80.7717424185417,35.2473406733638,106386,"09903205",729 AINTREE RD CHARLOTTE NC 28215,CHARLOTTE,"28215",2025-11-20,485000
-80.7102084646146,35.2722236915431,333095,"10506627",4323 LEOPOLD PL CHARLOTTE NC 28215,MECKLENBURG,"28215",2025-11-20,345000
-80.726813532047,35.2861134355005,115058,"10537107",8812 UNIVERSITY EAST DR CHARLOTTE NC 28213,CHARLOTTE,"28213",2025-11-20,3850000
-80.7350788323324,35.2472303086902,115848,"10712220",7400 MICHAEL DR CHARLOTTE NC 28215,CHARLOTTE,"28215",2025-11-20,325000
-80.7231836883441,35.2553730715327,344749,"10720355",2703 BRAMBLE RIDGE CT CHARLOTTE NC 28215,CHARLOTTE,"28215",2025-11-20,360000
-80.695794791765,35.2379505904123,453049,"10805386",5611 SKINNY DR CHARLOTTE NC 28215,CHARLOTTE,"28215",2025-11-20,381000
-80.6951237096632,35.2390885363528,452962,"10805483",7124 JERIMOTH DR CHARLOTTE NC 28215,CHARLOTTE,"28215",2025-11-20,412000
-80.6988637155484,35.2408408505654,412987,"10818511",9740 WEIKERT RD CHARLOTTE NC 28215,CHARLOTTE,"28215",2025-11-20,343000
-80.6938330790365,35.20228500678,325396,"10942540",6217 SPRINGBEAUTY DR CHARLOTTE NC 28227,CHARLOTTE,"28227",2025-11-20,465000
-80.6554557799336,35.2290341511805,368526,"11110748",12404 BENDING BRANCH RD CHARLOTTE NC 28227,CHARLOTTE,"28227",2025-11-20,346000
-80.989798858198,35.19305781942,451372,"11320208",6120 LITTLEROOT WY CHARLOTTE NC 28278,CHARLOTTE,"28278",2025-11-20,589500
-80.8650124812439,35.2177179396689,131607,"11907140",527 SPRUCE ST CHARLOTTE NC 28203,CHARLOTTE,"28203",2025-11-20,704000
-80.858440299322,35.2075034745775,387016,"12106870",,,,2025-11-20,800000
-80.8182953437382,35.215751597208,136261,"12701306",525 CLEMENT AV CHARLOTTE NC 28204,CHARLOTTE,"28204",2025-11-20,1800000
-80.8192903457831,35.2149115149362,136519,"12703209",425 CLEMENT AV CHARLOTTE NC 28204,CHARLOTTE,"28204",2025-11-20,2260000
-80.8192713301575,35.2066980080496,137743,"12711107",2212 VAIL AV CHARLOTTE NC 28207,CHARLOTTE,"28207",2025-11-20,835000
-80.8109484925677,35.2059564667911,138014,"12713132",2625 E 5TH ST CHARLOTTE NC 28204,CHARLOTTE,"28204",2025-11-20,340000
-80.6810197212737,35.1773166962401,145746,"13525520",7410 CANTERWAY DR MINT HILL NC 28227,MINT HILL,"28227",2025-11-20,590000
-80.6475198966926,35.2087862462578,148721,"13709825",6002 LAKE RD MINT HILL NC 28227,MINT HILL,"28227",2025-11-20,430000
-80.6534121134038,35.190425946515,148785,"13710316",8524 ANETTE AV MINT HILL NC 28227,MINT HILL,"28227",2025-11-20,330000
-80.6546555956397,35.1777533506891,420557,"13730216",3215 LISBURN ST MINT HILL NC 28227,MINT HILL,"28227",2025-11-20,380000
-80.8797774532978,35.1902445220179,427348,"14902535",4026 HERIOT AV CHARLOTTE NC 28217,CHARLOTTE,"28217",2025-11-20,633000
-80.8643731235487,35.1831768723257,157894,"14910607",635 REYNOLDS DR CHARLOTTE NC 28209,CHARLOTTE,"28209",2025-11-20,925000
-80.8222312052994,35.1867618227054,162709,"15309333",1518 PROVIDENCE RD CHARLOTTE NC 28207,CHARLOTTE,"28207",2025-11-20,1060000
